Minimum_Temperature,Maximum_Temperature,Temperature,Dew_Point,Relative_Humidity,Wind_Speed,Wind_Direction,Precipitation,Visibility,Cloud_Cover,Sea_Level_Pressure,Weather_Type
60.8,60.8,60.8,46.4,59.04,3.4,10,0,1.9,0,1015,Smoke Or Haze
59,59,59,46.4,62.95,3.4,30,0,1.9,0,1014,Smoke Or Haze
57.9,57.9,57.9,46.9,66.53,1.8,41,0,2.3,0,1015,Smoke Or Haze
55.4,55.4,55.4,46.4,71.66,4.7,360,0,1.9,0,1014,Smoke Or Haze
53.6,53.6,53.6,46.4,76.52,6.9,10,0,1.9,0,1014,Smoke Or Haze
56.5,56.5,56.5,45.9,67.49,2.2,36,0,2.2,0,1015.4,Smoke Or Haze
53.6,53.6,53.6,46.4,76.52,6.9,10,0,1.9,0,1014,Smoke Or Haze
51.8,51.8,51.8,44.6,76.36,6.9,10,0,1.9,0,1014,Mist
54.3,54.3,54.3,45,70.72,1.4,10,0,2.3,0,1015.7,"Mist, Smoke Or Haze"
51.8,51.8,51.8,42.8,71.28,0,0,0,1.2,0,1016,Mist
53.6,53.6,53.6,42.8,66.72,0,0,0,1.2,27.5,1017,Mist
58.5,58.5,58.5,42.8,55.98,3.3,11,0,2.3,0,1018.4,Smoke Or Haze
62.6,62.6,62.6,41,45.07,9.2,360,0,1.9,0,1018,Smoke Or Haze
66.2,66.2,66.2,41,39.75,12.8,10,0,2.5,0,1017,Smoke Or Haze
68.8,68.8,68.8,39.9,34.82,7.1,357,0,2.7,0,1017.5,Smoke Or Haze
68,68,68,35.6,30.23,11.4,340,0,3.1,0,1016,Smoke Or Haze
69.8,69.8,69.8,33.8,26.46,11.4,330,0,2.5,0,1015,Smoke Or Haze
70,70,70,37.6,30.49,7.1,344,0,2.5,0,1015.4,Smoke Or Haze
69.8,69.8,69.8,35.6,28.42,10.3,350,0,2.5,0,1015,Smoke Or Haze
68,68,68,37.4,32.46,8.1,360,0,2.5,0,1014,Smoke Or Haze
65.8,65.8,65.8,44,45.32,2.6,12,0,2.2,13.2,1015.5,Smoke Or Haze
60.8,60.8,60.8,44.6,55.14,0,0,0,1.9,0,1015,Smoke Or Haze
59,59,59,44.6,58.79,5.8,10,0,1.9,0,1016,Smoke Or Haze
58.9,58.9,58.9,46.3,63.02,2.2,17,0,2.3,0,1017.4,Smoke Or Haze
57.2,57.2,57.2,44.6,62.72,3.4,360,0,1.9,0,1017,Smoke Or Haze
55.4,55.4,55.4,42.8,62.48,4.7,10,0,1.9,0,1017,Smoke Or Haze
56.2,56.2,56.2,45.4,66.99,0.8,16,0,2.3,0,1017.3,Smoke Or Haze
53.6,53.6,53.6,44.6,71.47,0,0,0,1.9,0,1017,Smoke Or Haze
51.8,51.8,51.8,44.6,76.36,3.4,360,0,1.9,0,1016,Mist
54.9,54.9,54.9,45.1,69.49,2.8,6,0,2.2,0,1017.4,Smoke Or Haze
51.8,51.8,51.8,44.6,76.36,3.4,350,0,1.9,0,1016,Mist
50,50,50,44.6,81.62,0,0,0,1.2,0,1016,Mist
52.4,52.4,52.4,45,75.9,1.5,14,0,2.1,0,1017.6,Smoke Or Haze
50,50,50,44.6,81.62,4.7,330,0,1.2,0,1017,Mist
53.6,53.6,53.6,46.4,76.52,4.7,330,0,1.2,0,1018,Mist
57.8,57.8,57.8,43.6,59.16,4.6,324,0,2.2,5.3,1019.2,Smoke Or Haze
60.8,60.8,60.8,46.4,59.04,8.1,350,0,1.9,0,1018,Smoke Or Haze
66.2,66.2,66.2,46.4,48.86,9.2,360,0,1.9,0,1018,Smoke Or Haze
70.8,70.8,70.8,47.3,43.09,5.3,357,0,2.3,0,1017.7,Smoke Or Haze
71.6,71.6,71.6,46.4,40.6,8.1,340,0,2.5,0,1016,Smoke Or Haze
73.4,73.4,73.4,46.4,38.21,6.9,330,0,2.5,0,1015,Smoke Or Haze
73.7,73.7,73.7,46.9,38.53,4.8,11,0,2.3,0,1015.5,Smoke Or Haze
73.4,73.4,73.4,44.6,35.69,8.1,350,0,2.5,0,1014,Smoke Or Haze
71.6,71.6,71.6,44.6,37.92,6.9,340,0,2.5,0,1014,Smoke Or Haze
68.5,68.5,68.5,49.6,50.98,1.8,4,0,2.3,0,1014.8,Smoke Or Haze
68,68,68,46.4,45.91,3.4,330,0,1.9,0,1014,Smoke Or Haze
62.6,62.6,62.6,46.4,55.4,0,0,0,1.9,0,1015,Smoke Or Haze
61,61,61,52.1,72.46,1.3,12,0,2.2,0,1016.1,Smoke Or Haze
59,59,59,50,72.03,3.4,340,0,1.9,0,1015,Smoke Or Haze
59,59,59,51.8,77,0,0,0,1.2,0,1015,Mist
58.4,58.4,58.4,51.4,77.33,0,360,0,2.1,0,1016,Smoke Or Haze
57.2,57.2,57.2,51.8,82.14,3.4,320,0,1.2,0,1015,Mist
55.4,55.4,55.4,51.8,87.66,3.4,350,0,1.2,0,1014,Mist
55.7,55.7,55.7,50.7,83.15,0.7,360,0,2.1,0,1015.7,Smoke Or Haze
53.6,53.6,53.6,48.2,81.88,0,0,0,1.2,0,1014,Mist
53.6,53.6,53.6,48.2,81.88,0,0,0,1.2,0,1014,Mist
53.8,53.8,53.8,48.9,83.27,0,0,0,1.3,0,1015.8,"Mist, Smoke Or Haze"
51.8,51.8,51.8,46.4,81.75,0,0,0,1.2,0,1015,Mist
53.6,53.6,53.6,48.2,81.88,3.4,10,0,1.2,0,1017,Mist
58.6,58.6,58.6,48.9,70.12,2.9,13,0,2.2,0,1018,Mist
60.8,60.8,60.8,48.2,63.17,6.9,10,0,1.2,0,1018,Smoke Or Haze
66.2,66.2,66.2,48.2,52.28,8.1,350,0,1.9,0,1017,Smoke Or Haze
71.1,71.1,71.1,48.1,44.01,3.7,29,0,2.3,0,1016.8,Smoke Or Haze
71.6,71.6,71.6,50,46.47,6.9,10,0,1.9,0,1015,Smoke Or Haze
75.2,75.2,75.2,48.2,38.49,5.8,10,0,1.9,0,1014,Smoke Or Haze
75.3,75.3,75.3,46.3,35.79,4.1,14,0,2.3,0,1013.8,Smoke Or Haze
75.2,75.2,75.2,44.6,33.6,8.1,350,0,2.5,0,1013,Smoke Or Haze
73.4,73.4,73.4,44.6,35.69,6.9,340,0,2.5,0,1013,Smoke Or Haze
70.4,70.4,70.4,50.5,49.33,1,338,0,2.3,0,1014.1,Smoke Or Haze
68,68,68,42.8,40.03,3.4,340,0,1.9,0,1014,Smoke Or Haze
64.4,64.4,64.4,46.4,52.01,3.4,10,0,1.9,0,1014,Smoke Or Haze
62.4,62.4,62.4,52.7,70.53,0,0,0,2.1,0,1015.7,Smoke Or Haze
60.8,60.8,60.8,50,67.56,0,0,0,1.2,0,1015,Smoke Or Haze
59,59,59,51.8,77,0,0,0,1.2,0,1015,Mist
59.2,59.2,59.2,52.9,79.6,0,0,0,1.2,0,1015.1,"Mist, Smoke Or Haze"
57.2,57.2,57.2,51.8,82.14,0,0,0,1.2,0,1014,Mist
55.4,55.4,55.4,51.8,87.66,0,0,0,1.2,0,1013,Mist
57.1,57.1,57.1,52.9,85.81,0,0,0,1.1,0,1014,"Mist, Smoke Or Haze"
53.6,53.6,53.6,50,87.57,0,0,0,0.6,0,1013,Mist
53.6,53.6,53.6,50,87.57,0,0,0,0.6,0,1013,Mist
55.3,55.3,55.3,52,88.68,0,0,0,1.1,0,1014.6,Mist
55.4,55.4,55.4,53.6,93.65,0,0,0,0.6,0,1015,Mist
55.4,55.4,55.4,53.6,93.65,0,0,0,0.6,0,1016,Mist
60.4,60.4,60.4,54,79.58,0.8,16,0,2.1,0,1017.4,Mist
64.4,64.4,64.4,55.4,72.58,3.4,330,0,1.2,0,1018,Smoke Or Haze
68,68,68,55.4,64.07,3.4,330,0,1.9,0,1017,Smoke Or Haze
76.6,76.6,76.6,49.2,38.06,1.7,283,0,2.2,0,1016.7,Smoke Or Haze
77,77,77,48.2,36.26,4.7,320,0,1.9,0,1015,Smoke Or Haze
78.8,78.8,78.8,46.4,31.93,8.1,340,0,2.5,0,1014,Smoke Or Haze
79.1,79.1,79.1,46.4,31.58,2.9,6,0,2.3,0,1013.8,Smoke Or Haze
78.8,78.8,78.8,44.6,29.82,6.9,320,0,2.5,0,1013,Smoke Or Haze
77,77,77,48.2,36.26,3.4,350,0,2.5,0,1013,Smoke Or Haze
72.7,72.7,72.7,55.3,54.47,1,10,0,2.5,0,1014.5,Smoke Or Haze
69.8,69.8,69.8,55.4,60.24,0,0,0,1.9,0,1014,Smoke Or Haze
68,68,68,55.4,64.07,0,0,0,1.9,0,1015,Smoke Or Haze
65,65,65,55.8,72.18,0,0,0,2.3,0,1016.7,Smoke Or Haze
62.6,62.6,62.6,51.8,67.77,0,0,0,1.9,0,1016,Smoke Or Haze
62.6,62.6,62.6,50,63.4,0,0,0,1.2,0,1016,Smoke Or Haze
62.1,62.1,62.1,53.9,74.62,0,0,0,2.1,0,1016.9,Smoke Or Haze
60.8,60.8,60.8,51.8,72.22,0,0,0,1.2,0,1016,Smoke Or Haze
59,59,59,51.8,77,0,0,0,1.2,0,1016,Smoke Or Haze
59.7,59.7,59.7,55.2,85.12,0,360,0,1.3,0,1016.8,Smoke Or Haze
59,59,59,51.8,77,0,0,0,1.2,0,1016,Smoke Or Haze
57.2,57.2,57.2,53.6,87.75,4.7,360,0,1.2,0,1016,Mist
58.5,58.5,58.5,55,88.25,1.4,10,0,1.2,0,1017.2,"Mist, Smoke Or Haze"
57.2,57.2,57.2,53.6,87.75,5.8,10,0,1.2,0,1017,Mist
59,59,59,53.6,82.26,4.7,10,0,1.2,0,1018,Mist
64.2,64.2,64.2,53.9,69.25,2.2,17,0,2.1,0,1020.2,"Mist, Smoke Or Haze"
68,68,68,50,52.54,6.9,10,0,1.9,0,1020,Smoke Or Haze
73.4,73.4,73.4,50,43.73,9.2,20,0,1.9,0,1020,Smoke Or Haze
77.8,77.8,77.8,52.1,40.88,4.3,48,0,2.3,0,1019.4,Smoke Or Haze
78.8,78.8,78.8,50,36.54,9.2,350,0,2.5,0,1018,Smoke Or Haze
78.8,78.8,78.8,50,36.54,10.3,10,0,2.5,0,1017,Smoke Or Haze
80.2,80.2,80.2,49.7,34.47,8,350,0,1.9,0,1017,Smoke Or Haze
78.8,78.8,78.8,50,36.54,9.2,10,0,2.5,0,1016,Smoke Or Haze
75.2,75.2,75.2,51.8,44,6.9,10,0,2.5,0,1016,Smoke Or Haze
73.1,73.1,73.1,54.2,51.5,1,10,0,2.3,0,1017.6,Smoke Or Haze
69.8,69.8,69.8,57.2,64.29,0,0,0,1.9,0,1017,Smoke Or Haze
68,68,68,57.2,68.38,0,0,0,1.9,0,1018,Mist
66,66,66,55.6,69.17,0,0,0,2.3,0,1019.5,Smoke Or Haze
64.4,64.4,64.4,53.6,67.97,0,0,0,1.9,0,1019,Smoke Or Haze
62.6,62.6,62.6,53.6,72.4,0,0,0,1.9,0,1019,Smoke Or Haze
62.6,62.6,62.6,55.9,78.63,1,10,0,1.4,0,1018.8,Smoke Or Haze
60.7,60.7,60.7,53.5,77.15,3.4,10,0,1.9,,,
59,59,59,51.8,77,5.8,360,0,1.9,0,1017,Smoke Or Haze
62.2,62.2,62.2,54.8,76.55,3.7,33,0,1.3,0,1017.8,Smoke Or Haze
59,59,59,51.8,77,5.8,10,0,1.9,0,1017,Smoke Or Haze
57.2,57.2,57.2,51.8,82.14,6.9,10,0,1.2,0,1017,Smoke Or Haze
60.2,60.2,60.2,53.7,79.25,4.4,17,0,1.3,0,1017.7,"Mist, Smoke Or Haze"
57.2,57.2,57.2,53.6,87.75,6.9,20,0,1.2,0,1017,Mist
59,59,59,53.6,82.26,6.9,10,0,1.2,0,1019,Mist
65.1,65.1,65.1,56.4,73.26,3.4,18,0,1.3,0,1020.4,"Mist, Smoke Or Haze"
68,68,68,55.4,64.07,11.4,20,0,1.2,0,1020,Smoke Or Haze
71.6,71.6,71.6,53.6,53.06,11.4,10,0,1.2,0,1020,Smoke Or Haze
76.3,76.3,76.3,54.5,46.9,6.8,11,0,2.3,0,1019.2,Smoke Or Haze
78.8,78.8,78.8,53.6,41.73,9.2,10,0,1.9,0,1017,Smoke Or Haze
80.6,80.6,80.6,51.8,36.82,10.3,360,0,2.5,0,1016,Smoke Or Haze
79.7,79.7,79.7,52.7,39.25,6.1,14,0,2.3,0,1016.3,Smoke Or Haze
78.8,78.8,78.8,51.8,39.06,11.4,340,0,2.5,0,1016,Smoke Or Haze
77,77,77,53.6,44.28,8.1,330,0,2.5,0,1015,Smoke Or Haze
73.6,73.6,73.6,54.1,50.4,2.9,8,0,2.3,0,1016.2,Smoke Or Haze
69.8,69.8,69.8,55.4,60.24,3.4,340,0,1.9,0,1016,Smoke Or Haze
66.2,66.2,66.2,55.4,68.18,0,0,0,1.9,0,1017,Smoke Or Haze
65.7,65.7,65.7,53.8,65.34,1.4,360,0,2.3,0,1018.3,Smoke Or Haze
62.6,62.6,62.6,53.6,72.4,0,0,0,1.9,0,1017,Smoke Or Haze
60.8,60.8,60.8,53.6,77.15,0,0,0,1.9,0,1017,Mist
61,61,61,55.3,81.36,0,0,0,2.3,0,1018,"Mist, Smoke Or Haze"
59,59,59,53.6,82.26,0,0,0,1.9,0,1017,Mist
59,59,59,53.6,82.26,0,0,0,1.9,0,1017,Mist
59,59,59,53.6,82.26,3.4,20,0,1.2,0,1017,Mist
60.3,60.3,60.3,53.6,78.45,2.3,11,0,2.1,0,1017.9,Smoke Or Haze
59,59,59,53.6,82.26,4.7,340,0,1.2,0,1017,Mist
57.2,57.2,57.2,51.8,82.14,0,0,0,1.2,0,1017,Mist
59.5,59.5,59.5,49.9,70.35,4.1,17,0,2.1,0,1017.8,Smoke Or Haze
57.2,57.2,57.2,51.8,82.14,8.1,10,0,1.2,50,1018,Mist
59,59,59,51.8,77,5.8,10,0,1.2,50,1019,Mist
65.9,65.9,65.9,53.4,64.04,4.2,14,0,2.2,14.9,1020.3,Smoke Or Haze
68,68,68,50,52.54,6.9,20,0,1.9,0,1020,Smoke Or Haze
71.6,71.6,71.6,46.4,40.6,9.2,360,0,1.9,0,1020,Smoke Or Haze
76.6,76.6,76.6,47.4,35.61,5.1,7,0,2.5,35.6,1018.8,Smoke Or Haze
77,77,77,44.6,31.65,9.2,10,0,2.5,50,1017,Smoke Or Haze
80.6,80.6,80.6,44.6,28.12,6.9,340,0,2.5,50,1016,Smoke Or Haze
79.7,79.7,79.7,50.2,35.8,5.6,14,0,2.5,0.4,1015.5,Smoke Or Haze
78.8,78.8,78.8,50,36.54,6.9,360,0,2.5,0,1014,Smoke Or Haze
77,77,77,51.8,41.45,5.8,340,0,2.5,0,1014,Smoke Or Haze
73.7,73.7,73.7,57.2,56.21,1.3,332,0,2.2,0.4,1015.4,Smoke Or Haze
69.8,69.8,69.8,53.6,56.41,0,0,0,1.9,0,1015,Smoke Or Haze
68,68,68,57.2,68.38,0,0,0,1.9,0,1015,Smoke Or Haze
66.5,66.5,66.5,58.4,75.25,0,360,0,2.2,0,1016.9,Smoke Or Haze
64.4,64.4,64.4,57.2,77.46,0,0,0,1.2,0,1016,Mist
62.6,62.6,62.6,57.2,82.51,0,0,0,1.2,0,1016,Mist
62.8,62.8,62.8,57.3,82.2,0,0,0,1.3,0,1017.4,"Mist, Smoke Or Haze"
59,59,59,55.4,87.84,0,0,0,1.2,0,1017,Mist
59,59,59,55.4,87.84,0,0,0,1.2,0,1016,Mist
58.6,58.6,58.6,54.9,87.45,0,0,0,1.2,0,1017.6,"Mist, Smoke Or Haze"
57.2,57.2,57.2,53.6,87.75,3.4,10,0,1.2,0,1016,Mist
57.2,57.2,57.2,53.6,87.75,0,0,0,1.2,0,1017,Mist
58.1,58.1,58.1,54.5,87.88,0,360,0,1.2,0,1018,"Mist, Smoke Or Haze"
55.4,55.4,55.4,53.6,93.65,0,0,0,1.2,0,1018,Mist
59,59,59,55.4,87.84,4.7,350,0,1.2,0,1019,Mist
65.6,65.6,65.6,52,61.39,5.5,12,0,2.2,0,1020.5,Smoke Or Haze
68,68,68,53.6,60,11.4,360,0,1.9,0,1020,Smoke Or Haze
71.6,71.6,71.6,50,46.47,11.4,360,0,2.5,0,1020,Smoke Or Haze
76.3,76.3,76.3,49,38.25,7.5,3,0,2.5,0,1019.4,Smoke Or Haze
77,77,77,46.4,33.88,10.3,360,0,2.5,0,1018,Smoke Or Haze
77,77,77,44.6,31.65,11.4,350,0,2.5,0,1016,Smoke Or Haze
78.4,78.4,78.4,45,30.73,7.4,5,0,2.7,0,1016.3,Smoke Or Haze
78.8,78.8,78.8,42.8,27.84,10.3,340,0,3.1,0,1015,Smoke Or Haze
77,77,77,46.4,33.88,6.9,340,0,3.1,0,1015,Smoke Or Haze
73.3,73.3,73.3,51.1,45.74,3.3,7,0,2.5,0,1016.6,Smoke Or Haze
68,68,68,51.8,56.16,3.4,20,0,2.5,0,1016,Smoke Or Haze
64.4,64.4,64.4,51.8,63.62,0,0,0,1.9,0,1017,Smoke Or Haze
63.6,63.6,63.6,53.1,68.6,0,0,0,2.3,0,1018.7,Smoke Or Haze
62.6,62.6,62.6,53.6,72.4,3.4,20,0,1.9,0,1018,Smoke Or Haze
62.6,62.6,62.6,53.6,72.4,0,0,0,1.9,0,1018,Smoke Or Haze
60.8,60.8,60.8,53.7,77.22,0.8,360,0,2.3,0,1018.7,Smoke Or Haze
59,59,59,53.6,82.26,3.4,360,0,1.9,0,1018,Smoke Or Haze
57.2,57.2,57.2,51.8,82.14,5.8,360,0,1.9,0,1018,Smoke Or Haze
58.5,58.5,58.5,51.6,77.88,2.9,360,0,2.3,0,1018.3,Smoke Or Haze
57.2,57.2,57.2,51.8,82.14,0,0,0,1.9,0,1017,Smoke Or Haze
55.4,55.4,55.4,50,82.01,1.7,360,0,1.9,0,1018,Smoke Or Haze
56.7,56.7,56.7,50.7,80.45,1,360,0,2.1,0,1019.2,Mist
55.4,55.4,55.4,51.8,87.66,3.4,360,0,1.2,0,1019,Mist
57.2,57.2,57.2,51.8,82.14,4.7,340,0,1.2,0,1020,Mist
63,63,63,48.7,59.59,5,356,0,2.3,0,1021.1,Smoke Or Haze
68,68,68,48.2,49.13,11.4,360,0,1.9,0,1021,Smoke Or Haze
71.6,71.6,71.6,48.2,43.45,11.4,10,0,2.5,0,1020,Smoke Or Haze
76.2,76.2,76.2,49.6,39.16,5.7,10,0,2.5,0,1019.6,Smoke Or Haze
77,77,77,46.4,33.88,4.7,360,0,2.5,0,1018,Smoke Or Haze
78.8,78.8,78.8,46.4,31.93,6.9,320,0,2.5,0,1017,Smoke Or Haze
78.4,78.4,78.4,47.6,33.85,3.7,333,0,2.3,0,1016.7,Smoke Or Haze
78.8,78.8,78.8,46.4,31.93,8.1,310,0,2.5,0,1015,Smoke Or Haze
75.2,75.2,75.2,48.2,38.49,5.8,340,0,2.5,0,1015,Smoke Or Haze
71.9,71.9,71.9,52.1,49.7,1.4,339,0,2.3,0.4,1016,Smoke Or Haze
68,68,68,53.6,60,0,0,0,1.9,0,1015,Smoke Or Haze
66.2,66.2,66.2,55.4,68.18,0,0,0,1.9,0,1016,Smoke Or Haze
64.3,64.3,64.3,55,71.75,0,360,0,2.2,0,1017.5,Smoke Or Haze
64.4,64.4,64.4,55.4,72.58,0,0,0,1.9,0,1017,Smoke Or Haze
62.6,62.6,62.6,53.6,72.4,0,0,0,1.2,0,1017,Smoke Or Haze
60.7,60.7,60.7,55,81.62,0,360,0,2.1,0,1017.7,Smoke Or Haze
59,59,59,53.6,82.26,0,0,0,1.2,0,1017,Mist
59,59,59,53.6,82.26,0,0,0,1.2,0,1016,Mist
58.5,58.5,58.5,53.8,84.35,1.5,16,0,1.2,0,1016.2,"Mist, Smoke Or Haze"
57.2,57.2,57.2,53.6,87.75,3.4,360,0,1.2,0,1016,Mist
57.2,57.2,57.2,53.6,87.75,3.4,360,0,1.2,0,1016,Mist
57.1,57.1,57.1,52.2,83.87,2.6,14,0,2.1,0,1017.7,Mist
55.4,55.4,55.4,51.8,87.66,0,0,0,1.2,0,1018,Mist
59,59,59,53.6,82.26,0,0,0,1.2,0,1019,
64.5,64.5,64.5,53.5,67.53,3.1,358,0,2.1,0,1020.4,"Mist, Smoke Or Haze"
68,68,68,53.6,60,8.1,340,0,1.9,0,1020,Smoke Or Haze
71.6,71.6,71.6,51.8,49.67,10.3,360,0,1.9,0,1019,Smoke Or Haze
76.5,76.5,76.5,52.1,42.56,4.3,11,0,2.3,0,1018.6,Smoke Or Haze
78.8,78.8,78.8,48.2,34.17,11.4,10,0,2.5,0,1017,Smoke Or Haze
78.8,78.8,78.8,48.2,34.17,6.9,10,0,2.5,0,1015,Smoke Or Haze
80.2,80.2,80.2,49.7,34.62,6.7,5,0,2.5,0,1015.3,Smoke Or Haze
80.6,80.6,80.6,48.2,32.21,9.2,340,0,2.5,0,1014,Smoke Or Haze
77,77,77,48.2,36.26,4.7,330,0,2.5,0,1014,Smoke Or Haze
73.5,73.5,73.5,53.4,49.39,0,354,0,2.3,0.4,1015,Smoke Or Haze
73.4,73.4,73.4,51.8,46.74,0,0,0,1.9,0,1015,Smoke Or Haze
68,68,68,53.6,60,0,0,0,1.9,0,1015,Smoke Or Haze
65.6,65.6,65.6,56.6,72.75,0,360,0,2.2,0,1017.1,Smoke Or Haze
64.4,64.4,64.4,57.2,77.46,0,0,0,1.2,0,1016,Mist
62.6,62.6,62.6,57.2,82.51,3.4,10,0,1.2,0,1016,Mist
63.4,63.4,63.4,57.9,82.4,0,0,0,2.1,0,1017.2,"Mist, Smoke Or Haze"
62.6,62.6,62.6,59,88.01,0,0,0,1.2,0,1016,Mist
60.8,60.8,60.8,57.2,87.93,0,0,0,1.2,0,1016,Mist
61.6,61.6,61.6,57.4,86.04,0,0,0,1.2,0,1016.8,"Mist, Smoke Or Haze"
62.6,62.6,62.6,57.2,82.51,0,0,0,1.2,0,1016,Mist
60.8,60.8,60.8,57.2,87.93,0,0,0,1.2,0,1016,Mist
60,60,60,55.8,86.17,0,0,0,1.2,0,1017.1,"Mist, Smoke Or Haze"
60.8,60.8,60.8,55.4,82.39,0,0,0,0.6,0,1017,Fog
60.8,60.8,60.8,55.4,82.39,4.7,350,0,0.6,27.5,1018,Fog
65.7,65.7,65.7,55.5,69.82,2.9,353,0,2.1,8.2,1019.6,"Mist, Smoke Or Haze"
69.8,69.8,69.8,55.4,60.24,8.1,350,0,1.2,0,1020,Smoke Or Haze
75.2,75.2,75.2,53.6,47.01,9.2,350,0,1.9,0,1019,Smoke Or Haze
78.3,78.3,78.3,55,44.61,5.4,17,0,2.3,0,1018.7,Smoke Or Haze
78.8,78.8,78.8,53.6,41.73,9.2,10,0,2.5,0,1017,Smoke Or Haze
80.6,80.6,80.6,51.8,36.82,10.3,340,0,2.5,0,1017,Smoke Or Haze
80.2,80.2,80.2,53.8,40.25,6,354,0,2.5,0.4,1015.8,Smoke Or Haze
80.6,80.6,80.6,51.8,36.82,9.2,340,0,2.5,0,1015,Smoke Or Haze
78.8,78.8,78.8,51.8,39.06,6.9,340,0,2.5,0,1015,Smoke Or Haze
74.8,74.8,74.8,57.4,54.69,3.2,360,0,2.3,0,1016.1,Smoke Or Haze
71.6,71.6,71.6,55.4,56.66,4.7,30,0,1.9,0,1016,Smoke Or Haze
69.8,69.8,69.8,57.2,64.29,3.4,10,0,1.9,0,1016,Smoke Or Haze
68.2,68.2,68.2,59.1,72.85,0,0,0,2.1,0,1018.1,Smoke Or Haze
66.2,66.2,66.2,59,77.62,0,0,0,1.2,0,1018,Mist
64.4,64.4,64.4,59,82.63,0,0,0,1.2,0,1018,Mist
64.3,64.3,64.3,59.8,85.44,0,0,0,1.3,0,1018.7,"Mist, Smoke Or Haze"
62.6,62.6,62.6,59,88.01,4.7,10,0,1.2,0,1017,Mist
62.6,62.6,62.6,59,88.01,4.7,360,0,1.2,0,1017,Mist
62.2,62.2,62.2,58.6,88.01,1.4,10,0,1.2,0,1017.2,"Mist, Smoke Or Haze"
60.8,60.8,60.8,57.2,87.93,5.8,10,0,1.2,0,1016,Mist
59,59,59,57.2,93.75,3.4,10,0,1.2,0,1016,Mist
60.4,60.4,60.4,57.9,91.32,0.8,360,0,1.2,0,1018,"Mist, Smoke Or Haze"
59,59,59,57.2,93.75,3.4,10,0,1.2,0,1018,Mist
60.8,60.8,60.8,59,93.79,4.7,360,0,1.2,0,1019,Mist
65.2,65.2,65.2,58.5,78.89,3.9,17,0,2.1,0,1020.3,Mist
68,68,68,57.2,68.38,9.2,20,0,1.2,0,1020,Smoke Or Haze
71.6,71.6,71.6,55.4,56.66,9.2,30,0,1.9,0,1020,Smoke Or Haze
78.1,78.1,78.1,58.1,50.26,4.8,43,0,2.3,0,1019.1,Smoke Or Haze
80.6,80.6,80.6,57.2,44.83,8.1,20,0,1.9,0,1017,Smoke Or Haze
82.4,82.4,82.4,55.4,39.62,5.8,360,0,1.9,0,1016,Smoke Or Haze
81.6,81.6,81.6,55.7,41.1,3.6,37,0,2.5,0,1015.8,Smoke Or Haze
82.4,82.4,82.4,55.4,39.62,5.8,40,0,2.5,0,1015,Smoke Or Haze
79.7,79.7,79.7,57.2,46.19,5.8,10,0,1.9,0,1015,Smoke Or Haze
76.2,76.2,76.2,60.7,58.58,1.4,339,0,2.3,0,1016,Smoke Or Haze
77,77,77,62.6,61.16,4.7,330,0,1.9,0,1016,Smoke Or Haze
73.4,73.4,73.4,62.6,68.97,3.4,330,0,1.9,0,1017,Smoke Or Haze
68.9,68.9,68.9,60.7,75.01,0,360,0,2.2,0,1018.2,Smoke Or Haze
68,68,68,60.8,77.77,0,0,0,1.9,0,1018,Smoke Or Haze
68,68,68,60.8,77.77,0,0,0,1.9,0,1017,Smoke Or Haze
66.1,66.1,66.1,59,77.83,0,0,0,1.9,0,1017,Smoke Or Haze
66.2,66.2,66.2,59,77.62,0,0,0,1.9,0,1017,Smoke Or Haze
66.2,66.2,66.2,57.2,72.76,0,0,0,1.9,0,1017,Smoke Or Haze
62.5,62.5,62.5,57.4,83.15,0,360,0,2.2,0,1017.1,Smoke Or Haze
62.6,62.6,62.6,57.2,82.51,0,0,0,1.9,0,1016,Smoke Or Haze
62.6,62.6,62.6,57.2,82.51,0,0,0,1.2,0,1017,Smoke Or Haze
63.7,63.7,63.7,58.5,83.15,0,0,0,2.1,0,1017.8,"Mist, Smoke Or Haze"
60.8,60.8,60.8,59,93.79,0,0,0,1.2,0,1018,Mist
62.6,62.6,62.6,59,88.01,0,0,0,1.2,0,1018,Mist
68.5,68.5,68.5,59.5,72.85,2.9,17,0,2.1,0,1019.4,"Mist, Smoke Or Haze"
75.2,75.2,75.2,57.2,53.58,0,0,0,1.9,0,1019,Smoke Or Haze
80.6,80.6,80.6,55.4,42.01,1.7,20,0,1.9,0,1018,Smoke Or Haze
82.2,82.2,82.2,56.3,41.24,3,14,0,2.5,0,1018.1,Smoke Or Haze
84.2,84.2,84.2,53.6,35.01,4.7,60,0,2.5,0,1016,Smoke Or Haze
86,86,86,55.4,35.29,5.8,40,0,2.5,0,1015,Smoke Or Haze
84.8,84.8,84.8,55.7,37.04,2.2,297,0,2.5,0,1014.6,Smoke Or Haze
84.2,84.2,84.2,57.2,39.9,3.4,340,0,2.5,0,1014,Smoke Or Haze
80.6,80.6,80.6,57.2,44.83,3.4,360,0,2.5,27.5,1013,Smoke Or Haze
77.7,77.7,77.7,62.1,58.8,0,360,0,2.2,28.8,1014.3,Smoke Or Haze
75.2,75.2,75.2,60.8,60.93,0,0,0,1.9,27.5,1014,Smoke Or Haze
75.2,75.2,75.2,62.6,64.93,0,0,0,1.9,27.5,1015,Smoke Or Haze
72.7,72.7,72.7,62.7,70.93,0,360,0,2.2,42.9,1016,Smoke Or Haze
